Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000050733		0.414753914298146	0.2
ENSGALG00000051890		0.414753914298146	-0.2
ENSGALG00000030862	MED30	0.414773981098944	0.1
ENSGALG00000008023	TMEM94	0.415051029626255	-0.1
ENSGALG00000004172	BET1L	0.415097053680432	0.1
ENSGALG00000010813	GOLGA5	0.415097053680432	0.1
ENSGALG00000008321	RNPEPL1	0.41518661488375	0.1
ENSGALG00000002957		0.415282382129178	-0.3
ENSGALG00000004116	TRPM8	0.415508993069832	0.2
ENSGALG00000052495		0.415557106552697	-0.3
ENSGALG00000001943	RHBDF2	0.41556585568314	0.2
ENSGALG00000007793	UPRT	0.41556585568314	0.1
ENSGALG00000009975	CCT2	0.415612926793679	-0.1
ENSGALG00000015405	PREP	0.415612926793679	0.1
ENSGALG00000010995	ITGB3BP	0.41586832739397	-0.1
ENSGALG00000004247	MORN3	0.415884607390812	0.3
ENSGALG00000054703	BOLA1	0.415884607390812	-0.2
ENSGALG00000008707	KAT14	0.4159060394135	-0.1
ENSGALG00000002888	CASZ1	0.416117470902865	0.3
ENSGALG00000004687	CENPP	0.416117470902865	-0.1
ENSGALG00000031130	GGH	0.416117470902865	-0.1
ENSGALG00000015407	PLAG1	0.416294677434511	-0.3
ENSGALG00000012295	CDKL1	0.416430695037152	0.3
ENSGALG00000007479	SLC25A28	0.416442587260696	0.1
ENSGALG00000012542	RASD2	0.416442587260696	0.2
ENSGALG00000000407		0.416558476444968	-0.1
ENSGALG00000008979	TRMT61B	0.416558476444968	-0.1
ENSGALG00000013814	IMPA2	0.416558476444968	-0.1
ENSGALG00000034512		0.416558476444968	0.3
ENSGALG00000008537	EPHB3	0.416568029049653	-0.3
ENSGALG00000004667	SMG7	0.416798188257812	-0.1
ENSGALG00000027658	TESK1	0.416798188257812	0.3
ENSGALG00000013135	GALNT1	0.416853722504257	-0.1
ENSGALG00000015078	MLLT3	0.416853722504257	-0.2
ENSGALG00000003520	POLG2	0.416998118841773	-0.1
ENSGALG00000008553	INO80	0.417011736887567	-0.1
ENSGALG00000040397	HAUS1	0.417059475512049	0.1
ENSGALG00000012127	ELP4	0.417249188745292	-0.2
ENSGALG00000046411		0.417566203504438	-0.3
ENSGALG00000002106	CLCC1	0.418020897630806	-0.1
ENSGALG00000007800	ZDHHC15	0.418055412312368	-0.3
ENSGALG00000001616	CDC45	0.418284096261339	-0.1
ENSGALG00000028205	PRPF3	0.418580160453211	0.1
ENSGALG00000012319		0.418658562524279	-0.2
ENSGALG00000008700	PDCD4	0.418683645470911	0.1
ENSGALG00000048836		0.418683645470911	0.3
ENSGALG00000014342	TEAD4	0.418852164516195	-0.3
ENSGALG00000030206		0.418852164516195	-0.2
ENSGALG00000010643	ZYG11A	0.418954587647084	-0.1
ENSGALG00000050750	NRN1L	0.41898036449413	-0.3
ENSGALG00000023294	RPLP0	0.419092528545858	0.1
ENSGALG00000026153	FOXO6	0.419092528545858	0.3
ENSGALG00000031872	AGMAT	0.419092528545858	-0.3
ENSGALG00000046769		0.419092528545858	-0.1
ENSGALG00000034910	ZDHHC18	0.419314450460635	0.1
ENSGALG00000029944	FAM222A	0.420232221361991	0.3
ENSGALG00000039326	HSBP1L1	0.420526071485573	0.3
ENSGALG00000016327		0.420989235877454	-0.1
ENSGALG00000005893	ZFAND4	0.422029809056414	0.1
ENSGALG00000022991	SMIM20	0.422625624257443	0.1
ENSGALG00000034504		0.422760808183961	0.3
ENSGALG00000002229	FBXW11	0.422906786332203	-0.1
ENSGALG00000034013		0.422906786332203	-0.1
ENSGALG00000028573		0.423031684603997	-0.2
ENSGALG00000031776	NFASC	0.423191398132896	-0.3
ENSGALG00000007937	SF3A1	0.423409714581553	-0.1
ENSGALG00000035352	ZBTB17	0.423434248391794	0.1
ENSGALG00000047821		0.423434248391794	0.3
ENSGALG00000039673	GALNS	0.42367800746061	0.1
ENSGALG00000049473		0.42367800746061	-0.1
ENSGALG00000012798	SSR1	0.424114144271866	-0.1
ENSGALG00000036873	SIK2	0.424596607666631	0.1
ENSGALG00000010116	DNAH8	0.424656821126454	-0.3
ENSGALG00000014978	IQGAP2	0.424683091485082	0.1
ENSGALG00000006050	CYP2R1	0.425148837164778	0.2
ENSGALG00000049318		0.425148837164778	0.3
ENSGALG00000002082	AMPD1	0.425436058897082	0.3
ENSGALG00000004339		0.425436058897082	0.3
ENSGALG00000010607		0.425436058897082	0.2
ENSGALG00000032930	NCL	0.425436058897082	-0.1
ENSGALG00000050309		0.425436058897082	-0.3
ENSGALG00000054063	SNORD21	0.426091993303862	0.3
ENSGALG00000005230	MED13	0.426168770431941	-0.1
ENSGALG00000010108		0.426486559818658	-0.1
ENSGALG00000048516		0.427029634331669	0.2
ENSGALG00000051383		0.427029634331669	-0.1
ENSGALG00000053563		0.427029634331669	0.3
ENSGALG00000009913	SMARCA5	0.427204883434227	0.1
ENSGALG00000048467		0.427454049438023	0.3
ENSGALG00000033760	PTGES2	0.42810220215609	0.1
ENSGALG00000031606	NDC1	0.428864295848782	-0.1
ENSGALG00000049273	MICOS13	0.428864295848782	0.2
ENSGALG00000049865	RPL18A	0.429106448003859	0.1
ENSGALG00000052555		0.429163713104282	0.3
ENSGALG00000014603	C1S	0.429449503937074	0.3
ENSGALG00000031210		0.430027130282709	-0.1
ENSGALG00000052041		0.430461947401926	-0.3
ENSGALG00000054948		0.430665472468231	-0.3
ENSGALG00000047994		0.430701176937955	0.2
ENSGALG00000048022		0.430701176937955	-0.3
ENSGALG00000013759	MRPL47	0.430794253066874	0.1
ENSGALG00000038753	SAR1B	0.431050927367996	-0.1
ENSGALG00000001725	TNRC6C	0.431053540883818	-0.1
ENSGALG00000047845		0.431053540883818	-0.2
ENSGALG00000039532	PHC2	0.431377952895191	-0.1
ENSGALG00000008867	COMMD5	0.431494197288485	0.1
ENSGALG00000027907	NR2F1	0.431509215113486	-0.2
ENSGALG00000052840		0.431547637261261	-0.3
ENSGALG00000002661	YWHAE	0.431861076349913	-0.1
ENSGALG00000053035		0.43199466005958	0.3
ENSGALG00000004538	TNN	0.432048743675703	0.3
ENSGALG00000000913	CHST6	0.432291705104742	-0.1
ENSGALG00000029172	NDUFC2	0.432379720694005	0.2
ENSGALG00000035337	AARS2	0.432596836389474	-0.1
ENSGALG00000001126	CHAF1A	0.43282379154732	0.1
ENSGALG00000040756	PI4KA	0.43282379154732	-0.1
ENSGALG00000054901		0.43282379154732	0.3
ENSGALG00000035029		0.432852668844214	0.1
ENSGALG00000003046	PSMA4	0.432948987991892	-0.1
ENSGALG00000010886	PAQR3	0.433104882590032	-0.2
ENSGALG00000001441	UBE2G1	0.433240257105351	0.1
ENSGALG00000009811	TATDN3	0.433604026471403	-0.2
ENSGALG00000023661		0.433642515607891	-0.1
ENSGALG00000039643	TMEM79	0.433642515607891	0.3
ENSGALG00000011770	UMPS	0.433681654232737	-0.1
ENSGALG00000030450	CLIP2	0.433681654232737	0.2
ENSGALG00000002386	TMEM8B	0.433797966038059	0.3
ENSGALG00000002458	VAC14	0.434277012731705	-0.1
ENSGALG00000013511	ANKRA2	0.434277012731705	0.1
ENSGALG00000026215		0.434277012731705	0.2
ENSGALG00000036625	NDUFV2	0.434277012731705	-0.1
ENSGALG00000051414		0.434277012731705	-0.3
ENSGALG00000052152		0.434277012731705	0.3
ENSGALG00000052168		0.434277012731705	-0.3
ENSGALG00000002389		0.435349549123848	0.3
ENSGALG00000005316	SRFBP1	0.435349549123848	0.1
ENSGALG00000002354	PUS1	0.435426838864903	-0.1
ENSGALG00000032595	NDUFB2	0.435426838864903	0.3
ENSGALG00000042570		0.435426838864903	0.3
ENSGALG00000008491	BIRC8	0.435798343266638	-0.1
ENSGALG00000048232		0.435798343266638	0.1
ENSGALG00000052002		0.435798343266638	0.1
ENSGALG00000008532	NELFB	0.435878362030417	0.1
ENSGALG00000050247		0.436314719325858	-0.3
ENSGALG00000047990	SCRG1	0.436387730460219	0.3
ENSGALG00000053058	LAMTOR2	0.436442280686758	0.1
ENSGALG00000000556	UTS2	0.436521390034675	-0.3
ENSGALG00000017447	OSTF1	0.436826606993248	-0.1
ENSGALG00000054382		0.436826606993248	0.3
ENSGALG00000047233		0.437120369063082	0.2
ENSGALG00000004817	GLOD4	0.437123188819388	-0.1
ENSGALG00000004885	SLC24A5	0.43758408288164	0.1
ENSGALG00000014668	MCTP1	0.43758408288164	0.3
ENSGALG00000003164		0.437680770489482	0.3
ENSGALG00000014980		0.43787829188675	0.3
ENSGALG00000035734		0.437921066449302	0.2
ENSGALG00000053095		0.437982449206784	-0.2
ENSGALG00000053657	LATS2	0.437982449206784	-0.2
ENSGALG00000006950	LIMK2	0.438021693322436	-0.1
ENSGALG00000006688	TADA3	0.438069402872548	-0.1
ENSGALG00000029419	MRPL16	0.438069402872548	0.1
ENSGALG00000047372		0.438069402872548	0.3
ENSGALG00000029724	MTURN	0.438250305393398	0.2
ENSGALG00000031266		0.438250305393398	-0.3
ENSGALG00000016014	RCAN1	0.438365138031663	0.1
ENSGALG00000031209	GINS3	0.438934314848463	0.1
ENSGALG00000053385		0.439223787811398	0.3
ENSGALG00000012994	ERC1	0.439296261688957	0.1
ENSGALG00000016988	RUBCNL	0.439401503287299	-0.1
ENSGALG00000033484		0.439572579239878	0.3
ENSGALG00000035487		0.439574250192405	-0.1
ENSGALG00000008340	FES	0.439660413274513	0.3
ENSGALG00000010284	GMPS	0.439895926649512	0.1
ENSGALG00000049528		0.439895926649512	0.3
ENSGALG00000003108	SMG6	0.440115262900994	-0.1
ENSGALG00000006250	TRAPPC2L	0.440115262900994	0.2
ENSGALG00000010490	DPYSL4	0.440115262900994	0.3
ENSGALG00000020985		0.440115262900994	0.3
ENSGALG00000050845		0.440115262900994	0.3
ENSGALG00000017855		0.440177394791378	0.3
ENSGALG00000043675	ANTXR2	0.440214684075095	0.1
ENSGALG00000002836	PEX14	0.440420451215708	-0.1
ENSGALG00000049492	ARL2BP	0.44082034246347	-0.2
ENSGALG00000001749	ACSBG2	0.440820533464349	0.1
ENSGALG00000010977	FAM221A	0.440820533464349	-0.3
ENSGALG00000017846		0.441135687798331	-0.3
ENSGALG00000038000	CX3CR1	0.441421065231307	0.2
ENSGALG00000012200	GCH1	0.441578611300038	-0.3
ENSGALG00000039146	CCR4	0.441578611300038	0.3
ENSGALG00000054277		0.441578611300038	0.3
ENSGALG00000009974	MMAA	0.441750093164381	-0.1
ENSGALG00000034628	CCDC127	0.441827031950088	0.1
ENSGALG00000050687		0.442931905819523	-0.2
ENSGALG00000047027		0.442984384954401	0.2
ENSGALG00000014421	LCORL	0.443035869053282	0.1
ENSGALG00000007803		0.443044694146972	-0.3
ENSGALG00000000908	ADAT1	0.443249911279791	0.1
ENSGALG00000005959	GLMN	0.443249911279791	-0.1
ENSGALG00000034876	PDP1	0.443326385611866	-0.1
ENSGALG00000004908		0.444645350169859	-0.1
ENSGALG00000016508		0.44480805511644	0.2
ENSGALG00000001788	ADPGK	0.445041337808925	-0.1
ENSGALG00000006123		0.445044105544441	0.1
ENSGALG00000012971	CCDC170	0.445044105544441	-0.2
ENSGALG00000030268	NKTR	0.445044105544441	-0.1
ENSGALG00000009725	SCG5	0.445097669276628	-0.1
ENSGALG00000040909	WRN	0.445411925948442	-0.1
ENSGALG00000048514		0.445411925948442	-0.2
ENSGALG00000010035	NR3C2	0.445896562454565	0.1
ENSGALG00000052610		0.446403244192614	-0.1
ENSGALG00000010195		0.446427148583482	-0.1
ENSGALG00000010921	PKD2	0.446555779942423	0.2
ENSGALG00000055106		0.44687560987529	-0.3
ENSGALG00000001948		0.446938547577519	-0.1
ENSGALG00000016284	TAB3	0.446990717540494	-0.1
ENSGALG00000003416	FAM160A2	0.447021561541416	-0.1
ENSGALG00000031440	PTPRU	0.447021561541416	-0.2
ENSGALG00000031917	ANKIB1	0.447021561541416	-0.1
ENSGALG00000035115		0.447021561541416	0.3
ENSGALG00000043671		0.447021561541416	-0.3
ENSGALG00000047061		0.447021561541416	-0.3
ENSGALG00000006382	PTPRJ	0.447971114431719	-0.3
ENSGALG00000000596	CDC27	0.448026987565567	-0.1
ENSGALG00000009091	TRUB1	0.448105360530159	-0.1
ENSGALG00000013874	PEX7	0.448105360530159	-0.1
ENSGALG00000024056	CHST3	0.448105360530159	0.1
ENSGALG00000034572		0.448105360530159	-0.1
ENSGALG00000012694		0.448233985861446	-0.1
ENSGALG00000036322	MED12	0.448374290407211	0.1
ENSGALG00000030561		0.44881690140479	0.3
ENSGALG00000021301		0.448834731747106	0.2
ENSGALG00000003462	OCM	0.448869690133847	0.2
ENSGALG00000005516	HEATR6	0.448869690133847	0.1
ENSGALG00000033378	AKTIP	0.448869690133847	-0.1
ENSGALG00000013720	FBXO15	0.448918386455204	0.3
ENSGALG00000049136		0.449314551597438	0.1
ENSGALG00000005489	DDX52	0.449328948985671	0.1
ENSGALG00000010878	USO1	0.449409575134825	0.1
ENSGALG00000005005	MIEF2	0.449829571669058	0.3
ENSGALG00000012148	ATG14	0.450152736305875	0.1
ENSGALG00000012987	CCDC77	0.450308817331742	0.1
ENSGALG00000014467	COPS7A	0.450579704365707	-0.1
ENSGALG00000049186		0.45073337604197	0.1
ENSGALG00000041417	ACADSB	0.450783895132282	0.1
ENSGALG00000008409	GSTO2	0.45081628261596	-0.1
ENSGALG00000010961	IGF2BP3	0.451519938081948	-0.1
ENSGALG00000004653		0.451839242229476	0.2
ENSGALG00000005254	CKLF	0.45253145725836	-0.3
ENSGALG00000004325	P4HA1	0.452805783334398	0.1
ENSGALG00000004087	THSD4	0.452939907909825	-0.3
ENSGALG00000001688	SEPT5	0.453027125648029	-0.1
ENSGALG00000016506	ZNF512	0.453332130227212	0.1
ENSGALG00000015221	CCDC181	0.453487691804304	0.2
ENSGALG00000030878	RPLP1	0.453529245904779	0.3
ENSGALG00000038301	NIPSNAP1	0.453529245904779	-0.2
ENSGALG00000052290		0.453557523637422	-0.3
ENSGALG00000005147	AMY1A	0.454011554977419	0.3
ENSGALG00000044733		0.454011554977419	-0.3
ENSGALG00000050269		0.454011554977419	-0.1
ENSGALG00000008411	GHRL	0.454285499111804	-0.3
ENSGALG00000038162	FAM26E	0.454285499111804	-0.3
ENSGALG00000052943		0.454340633287521	0.3
ENSGALG00000003750	PLCG1	0.454586888863313	-0.2
ENSGALG00000048377		0.454586888863313	-0.3
ENSGALG00000002598	TPST1	0.454633207354309	0.1
ENSGALG00000004859	ZNFX1	0.454633207354309	0.3
ENSGALG00000007786	DOK5	0.454633207354309	-0.3
ENSGALG00000008240	CFLAR	0.454633207354309	0.1
ENSGALG00000009456	EXD2	0.454633207354309	0.1
ENSGALG00000010324	MRPL1	0.454633207354309	-0.1
ENSGALG00000011894	CYP2D6	0.454633207354309	0.2
ENSGALG00000020164	GAR1	0.454633207354309	-0.1
ENSGALG00000035761		0.454633207354309	0.3
ENSGALG00000044278		0.454633207354309	-0.1
ENSGALG00000015247	GPR161	0.455135164937795	-0.2
ENSGALG00000036530	PRPF19	0.455450224146875	0.1
ENSGALG00000050380	TMPPE	0.455450224146875	-0.2
ENSGALG00000029858		0.455743568826253	-0.3
ENSGALG00000039121	PPM1F	0.455743568826253	-0.1
ENSGALG00000002958	DNER	0.455854835670269	-0.3
ENSGALG00000013468	TLR3	0.456631139776536	0.3
ENSGALG00000052837		0.456803116502764	0.1
ENSGALG00000015596	MAP3K7	0.45686974412929	0.1
ENSGALG00000014700	DHX29	0.457010305763875	-0.1
ENSGALG00000052927		0.457010305763875	0.2
ENSGALG00000036792	TIGD5	0.457632939021878	-0.3
ENSGALG00000054240		0.457742111354174	0.3
ENSGALG00000054914		0.457742111354174	-0.2
ENSGALG00000001664	PTPN9	0.457837767644747	-0.2
ENSGALG00000013932	NAPG	0.458508151031092	-0.1
ENSGALG00000000433		0.45886127167727	0.2
ENSGALG00000040275	RCSD1	0.45900005498057	0.1
ENSGALG00000016323	PDK3	0.459546839791059	-0.1
ENSGALG00000015773	PTCD3	0.459611877415434	0.1
ENSGALG00000005441	NFIB	0.459716934521194	-0.2
ENSGALG00000050692	CBX8	0.460148763853767	-0.2
ENSGALG00000012124	PELI2	0.460209714956997	0.3
ENSGALG00000026182	CTTNBP2NL	0.460209714956997	0.1
ENSGALG00000003907	N4BP1	0.460225072859499	-0.1
ENSGALG00000019802	PHLDA3	0.460513161265385	0.3
ENSGALG00000049137	SHLD1	0.460513161265385	-0.2
ENSGALG00000053595	CXXC4	0.460513161265385	-0.2
ENSGALG00000025695	SCARNA13	0.460572603206434	-0.3
ENSGALG00000042080	PGPEP1	0.460572603206434	-0.1
ENSGALG00000048880		0.460773774071415	0.3
ENSGALG00000010998	EFCAB7	0.460788447264044	-0.1
ENSGALG00000052506	SLC25A44	0.460826839533904	0.1
ENSGALG00000009593	MFSD1	0.460843511776198	-0.1
ENSGALG00000006753	ATP5C1	0.461627451378158	0.1
ENSGALG00000043825	NISCH	0.461635208373277	0.1
ENSGALG00000029565		0.461944519193349	0.2
ENSGALG00000015387	ATG5	0.461946285720923	-0.1
ENSGALG00000043100	SRPX	0.462224086836835	-0.2
ENSGALG00000052223	YPEL1	0.462758846832379	-0.1
ENSGALG00000008616	DDR1	0.463182923098433	-0.1
ENSGALG00000014194	SAMM50	0.463182923098433	0.1
ENSGALG00000017282	NDUFA9	0.463241395537286	0.1
ENSGALG00000035505	AOAH	0.463382114208847	-0.2
ENSGALG00000036647	BCL7B	0.463382114208847	0.1
ENSGALG00000011515	ERCC3	0.464043004653955	0.1
ENSGALG00000003103	MST1R	0.464156834231334	0.3
ENSGALG00000035932	ZC2HC1A	0.464156834231334	0.2
ENSGALG00000051968		0.464156834231334	-0.3
ENSGALG00000046964	CPLANE2	0.464607090242557	0.2
ENSGALG00000035281	WAC	0.464922493648141	0.1
ENSGALG00000038612		0.464922493648141	0.3
ENSGALG00000005412	SNAP47	0.465025563240915	-0.1
ENSGALG00000005535	TCOF1	0.465025563240915	-0.1
ENSGALG00000020415	IFT43	0.465025563240915	-0.3
ENSGALG00000004645	TBC1D13	0.465113551554372	0.1
ENSGALG00000048653		0.465612671851328	0.2
ENSGALG00000003208	GABARAPL2	0.465633543420644	-0.1
ENSGALG00000008091	PTPMT1	0.465633543420644	0.2
ENSGALG00000015195	RPS15	0.465633543420644	0.1
ENSGALG00000046811		0.465633543420644	-0.1
ENSGALG00000005475		0.465687802807426	0.1
ENSGALG00000031282	UBR5	0.465915013494824	-0.1
ENSGALG00000028031	C1QL1	0.46602340361296	0.3
ENSGALG00000012833	VPS33B	0.466300435700018	-0.1
ENSGALG00000039733		0.466433307130025	0.1
ENSGALG00000023691	ENTPD7	0.466435437661079	0.1
ENSGALG00000003670	MAFB	0.466513105627039	-0.2
ENSGALG00000049978		0.466513105627039	-0.2
ENSGALG00000008376	EIF2B5	0.466543076498539	-0.1
ENSGALG00000007531	ZFYVE27	0.466753477975952	0.2
ENSGALG00000038155	AP3M2	0.466753477975952	0.1
ENSGALG00000013084	SPATA48	0.466829835186292	0.3
ENSGALG00000010392	CCSER1	0.467330851771805	-0.2
ENSGALG00000040902	SACM1L	0.467330851771805	0.1
ENSGALG00000048363		0.467330851771805	0.3
ENSGALG00000052148		0.467806587695364	-0.3
ENSGALG00000008021	RNF114	0.467904764820483	-0.1
ENSGALG00000015951	OGFRL1	0.467904764820483	0.2
ENSGALG00000006629	RBP4A	0.468089961211327	0.3
ENSGALG00000012291	POLR2F	0.468089961211327	0.1
ENSGALG00000030121		0.468089961211327	-0.3
ENSGALG00000054657		0.468089961211327	-0.3
ENSGALG00000019622	TRIM71	0.468498954566027	0.2
ENSGALG00000011332	ANKZF1	0.468596063824148	-0.1
ENSGALG00000032366	MEF2A	0.468803011477601	-0.1
ENSGALG00000053748	PET117	0.468888960726418	-0.3
ENSGALG00000043593		0.46896181762928	0.1
ENSGALG00000048109		0.46896181762928	0.2
ENSGALG00000048858		0.469136752702181	0.3
ENSGALG00000051882		0.469263593433699	-0.2
ENSGALG00000042008	GSTM3	0.469315700244967	0.1
ENSGALG00000003517	ZBTB8OS	0.469350542603262	-0.1
ENSGALG00000012916	DROSHA	0.469350542603262	-0.1
ENSGALG00000024979	SNORD58	0.469441171313762	-0.3
ENSGALG00000031890	YBX3	0.469593631464278	-0.1
ENSGALG00000042522	ZDHHC7	0.4697027158713	-0.1
ENSGALG00000015109	TJP2	0.469709132549075	0.2
ENSGALG00000035386		0.469709132549075	-0.1
ENSGALG00000037361	KLF8	0.469709132549075	0.2
ENSGALG00000054245		0.469709132549075	-0.2
ENSGALG00000008288	ARMC10	0.469745030082101	-0.1
ENSGALG00000039249		0.469745030082101	-0.3
ENSGALG00000041407		0.469745030082101	0.3
ENSGALG00000047303		0.469745030082101	0.2
ENSGALG00000004529	VPS29	0.469959579641297	-0.1
ENSGALG00000016949	WBP4	0.469959579641297	0.1
ENSGALG00000009594	RARRES1	0.470170170903872	-0.3
ENSGALG00000001848	UBE2J2	0.470231773678156	-0.1
ENSGALG00000014711	PLPP1	0.470231773678156	0.3
ENSGALG00000053694	OVST	0.470231773678156	0.2
ENSGALG00000014463	ACTN2	0.470273365209851	0.2
ENSGALG00000032915	CHPF	0.470317858451004	-0.2
ENSGALG00000038649	DONSON	0.470580683057806	-0.1
ENSGALG00000046975		0.470901152797267	-0.3
ENSGALG00000011893	SLC38A6	0.471125135360154	0.2
ENSGALG00000030148	AUP1	0.471125135360154	0.1
ENSGALG00000036355	C7orf73	0.471125135360154	-0.2
ENSGALG00000014661	FAM172A	0.471196441503509	-0.1
ENSGALG00000001654	C1QBP	0.471295873546378	-0.1
ENSGALG00000000855	ZMPSTE24	0.471313013674037	0.1
ENSGALG00000015742	MRPL39	0.471383614194	-0.1
ENSGALG00000016766	REV1	0.471422124398592	-0.1
ENSGALG00000003301	FAM167B	0.471595094518416	0.2
ENSGALG00000010047	SLC4A1AP	0.471595094518416	-0.1
ENSGALG00000031035	PCMTD1	0.471595094518416	-0.3
ENSGALG00000014412	CSTA	0.471622457766393	-0.3
ENSGALG00000001036	ELAC2	0.471692211246609	-0.1
ENSGALG00000007814		0.471692211246609	-0.3
ENSGALG00000002899	AACS	0.471899590712173	0.1
ENSGALG00000006956	ARIH2	0.471899590712173	0.1
ENSGALG00000031163	ZNRF2	0.471899590712173	0.1
ENSGALG00000015297		0.47190929014714	0.3
ENSGALG00000011318	DNPEP	0.472277030038695	-0.1
ENSGALG00000054250		0.472277030038695	0.3
ENSGALG00000000417	SLC16A4	0.472481896829498	0.3
ENSGALG00000050258		0.472553784320615	0.2
ENSGALG00000003941	FUBP3	0.472579353855338	-0.1
ENSGALG00000009279	SFMBT2	0.472579353855338	-0.3
ENSGALG00000010752	CDCP2	0.472579353855338	0.3
ENSGALG00000016356	TDRP	0.472579353855338	-0.2
ENSGALG00000048327		0.472579353855338	-0.3
ENSGALG00000050803		0.472579353855338	-0.1
ENSGALG00000039558	TTC17	0.47273739290079	-0.1
ENSGALG00000002769	DNAJC12	0.472871444791234	0.1
ENSGALG00000051142	FAM180B	0.472917686636251	0.3
ENSGALG00000004670	ATRIP	0.472935488284263	-0.1
ENSGALG00000050204		0.472935488284263	0.1
ENSGALG00000008014	CEBPB	0.473010724417018	-0.3
ENSGALG00000016569	FANCB	0.473010724417018	-0.2
ENSGALG00000004818	RPL6	0.473332420691738	0.1
ENSGALG00000016930	DIS3	0.473332420691738	-0.1
ENSGALG00000029166	UBTD1	0.473372443238924	-0.2
ENSGALG00000004981	TSEN2	0.473448835386826	0.1
ENSGALG00000053973		0.473448835386826	0.2
ENSGALG00000031423	DMRTA2	0.473675377356335	-0.3
ENSGALG00000049408	HIST1H2B8	0.473675377356335	-0.3
ENSGALG00000016022	RUNX1	0.473864596514486	-0.1
ENSGALG00000019795		0.473864596514486	0.1
ENSGALG00000043829		0.474082856020655	-0.2
ENSGALG00000007930	MAP2K5	0.474124668328691	-0.1
ENSGALG00000000603	KANSL1	0.474207034030157	-0.1
ENSGALG00000037506	SIPA1L2	0.474207034030157	-0.2
ENSGALG00000047166		0.474207034030157	0.1
ENSGALG00000000918	CCDC103	0.474308718676151	-0.2
ENSGALG00000033769		0.474308718676151	-0.2
ENSGALG00000020108		0.474593754517251	0.3
ENSGALG00000029379	BRD1	0.474618463962117	-0.1
ENSGALG00000039713	AGO4	0.474639417512732	-0.1
ENSGALG00000008357	TPCN1	0.475126536666563	0.1
ENSGALG00000047676		0.475126536666563	0.3
ENSGALG00000003569	TMEM130	0.475559965181975	0.2
ENSGALG00000025904	WDR82	0.475776610751559	-0.1
ENSGALG00000003124	BRF2	0.476082466293183	0.1
ENSGALG00000009573	ANXA10	0.476082466293183	0.3
ENSGALG00000026816		0.476199243669349	-0.1
ENSGALG00000002038	DENND2C	0.476444279362819	0.2
ENSGALG00000003849	TRPM1	0.476444279362819	0.3
ENSGALG00000008174	MTAP	0.476444279362819	-0.1
ENSGALG00000012287	ATP5S	0.476444279362819	-0.3
ENSGALG00000026221	ENDOG	0.476444279362819	0.1
ENSGALG00000030533		0.476444279362819	-0.1
ENSGALG00000053742		0.476543181814476	-0.3
ENSGALG00000043976	RSPH1	0.476793299224547	0.3
ENSGALG00000003499	MAST3	0.476856440475127	0.1
ENSGALG00000050582		0.476856440475127	-0.1
ENSGALG00000006459	CCDC174	0.477166389222901	0.1
ENSGALG00000026780	TPGS1	0.477401643600974	0.2
ENSGALG00000030899	ATXN7L3	0.477401643600974	0.1
ENSGALG00000012013	SLC25A17	0.477537979708911	0.1
ENSGALG00000013310	MAEA	0.477537979708911	-0.1
ENSGALG00000016828	GRTP1	0.477537979708911	0.3
ENSGALG00000016872	PCCA	0.477537979708911	0.1
ENSGALG00000025907	ZBTB7A	0.477537979708911	-0.1
ENSGALG00000031918	RAD51D	0.477537979708911	-0.2
ENSGALG00000037726	MARCKS	0.477537979708911	0.2
ENSGALG00000038044	NME6	0.477537979708911	-0.2
ENSGALG00000044727	ANKRD34B	0.477537979708911	0.3
ENSGALG00000050119	LAMTOR1	0.477537979708911	0.1
ENSGALG00000051187		0.477537979708911	0.2
ENSGALG00000002437	DIPK1B	0.477627258032002	-0.3
ENSGALG00000011801	ESR2	0.477627258032002	0.3
ENSGALG00000032546	MYEF2	0.477627258032002	-0.1
ENSGALG00000049181	CHST14	0.477627258032002	-0.1
ENSGALG00000016979	SLC25A30	0.477674416523658	-0.1
ENSGALG00000014166	TSPO	0.477775718476399	-0.1
ENSGALG00000016312	POLA1	0.477775718476399	-0.1
ENSGALG00000051278		0.477775718476399	0.3
ENSGALG00000039329		0.477917354995099	0.3
ENSGALG00000038926		0.479079569256503	0.1
ENSGALG00000000652	ACOT7	0.479874354493679	-0.1
ENSGALG00000032178	MAP2K4	0.479926211154161	-0.1
ENSGALG00000015122	TAF4B	0.48006993829133	-0.1
ENSGALG00000036955	NEDD8	0.48006993829133	0.3
ENSGALG00000036687	gga-mir-1630	0.480304738967014	0.3
ENSGALG00000002638		0.48054667116463	-0.2
ENSGALG00000029897	RPL30	0.48054667116463	0.1
ENSGALG00000047811		0.48054667116463	-0.2
ENSGALG00000015000	LYAR	0.480624155384101	-0.1
ENSGALG00000013826	ABRACL	0.480705067612138	-0.2
ENSGALG00000007669	EGR1	0.480862047131829	-0.3
ENSGALG00000008550	MRPS5	0.481015134894462	0.1
ENSGALG00000030139		0.481015134894462	0.1
ENSGALG00000015352		0.481481242323738	0.1
ENSGALG00000037780	PMEPA1	0.481547121104707	-0.2
ENSGALG00000000451	MEIG1	0.48156855409989	0.3
ENSGALG00000045478		0.48156855409989	0.3
ENSGALG00000007324	TP63	0.481618942072788	0.3
ENSGALG00000048270		0.481618942072788	0.3
ENSGALG00000002315		0.48190966653295	-0.1
