Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000037504	CFAP36	8.05006794574174e-09	0.8
ENSGALG00000041428	NEK4	8.33755861785924e-09	0.5
ENSGALG00000034213	TNFRSF1B	8.39273975937788e-09	0.8
ENSGALG00000006428	UBE2I	8.54390574617782e-09	0.5
ENSGALG00000006420	ABHD17C	8.55431373020788e-09	-0.6
ENSGALG00000016893	UGGT2	8.55431373020788e-09	-0.5
ENSGALG00000029980	QARS	8.59356455487225e-09	-0.4
ENSGALG00000039920	SNRK	8.65368297999258e-09	-0.8
ENSGALG00000005160	VMP1	9.13631436761347e-09	0.5
ENSGALG00000008053	PRDM11	9.23672070376989e-09	-0.7
ENSGALG00000040905	NTAN1	9.30161689880015e-09	0.6
ENSGALG00000009606		9.40765240007633e-09	1.8
ENSGALG00000015572	CCDC125	1.02485422841434e-08	-1.2
ENSGALG00000049938		1.07487324862668e-08	-1.8
ENSGALG00000049356		1.15758239289834e-08	1.2
ENSGALG00000005171	AP1S3	1.17400959199158e-08	-1.1
ENSGALG00000016954	RGCC	1.17823568840733e-08	-1
ENSGALG00000039682	HCLS1	1.18121131766126e-08	0.5
ENSGALG00000004357	ANXA6	1.18154278266481e-08	-0.4
ENSGALG00000054319	ELOVL6	1.29750818029355e-08	-0.6
ENSGALG00000051467		1.33890665053045e-08	1.6
ENSGALG00000047074		1.35431345591457e-08	1.7
ENSGALG00000009154	IDS	1.38656221146533e-08	0.8
ENSGALG00000011504	TMPO	1.55558363732016e-08	-0.4
ENSGALG00000043641	JUND	1.56666278522719e-08	0.5
ENSGALG00000040221		1.57172958039124e-08	1
ENSGALG00000041365	SALL4	1.5982453513985e-08	-0.6
ENSGALG00000051773	JHY	1.60232667768401e-08	1.3
ENSGALG00000005065	PLA2G4A	1.60630862838212e-08	1.1
ENSGALG00000001332	RBL1	1.61804735667277e-08	-0.4
ENSGALG00000031604		1.64863405075698e-08	-0.6
ENSGALG00000009581	MPP5	1.66869591238849e-08	0.7
ENSGALG00000012256	UTRN	1.80214939274874e-08	-1.3
ENSGALG00000006167	LRRC8B	1.82684222220781e-08	-0.4
ENSGALG00000005198	RPS6KB1	1.88170422496369e-08	-0.5
ENSGALG00000002647	PLS1	1.90841093401734e-08	-1.7
ENSGALG00000006542	ESYT2	1.92936318998812e-08	0.5
ENSGALG00000015184	TLE4	1.95752846633124e-08	0.6
ENSGALG00000004611	FBXL18	1.99306476755801e-08	0.7
ENSGALG00000049393		2.00238073710824e-08	-0.7
ENSGALG00000004227	FAM20B	2.04360330131309e-08	-0.6
ENSGALG00000040167	TPD52	2.0983009550854e-08	-0.5
ENSGALG00000005241	DYNC1LI2	2.14397497903989e-08	-0.5
ENSGALG00000037712	FCHO1	2.15174509870437e-08	0.5
ENSGALG00000032684		2.19995028733251e-08	0.8
ENSGALG00000004046	LARP6	2.22218068984423e-08	-0.8
ENSGALG00000011998	SEC24D	2.22843894710609e-08	-0.6
ENSGALG00000036547		2.24071422801317e-08	0.8
ENSGALG00000010580	STRN	2.29122956571436e-08	-0.6
ENSGALG00000042534	NFATC1	2.29122956571436e-08	0.6
ENSGALG00000002789	MAP2	2.41938243950627e-08	0.5
ENSGALG00000028821	GLIPR2	2.46521709636773e-08	0.6
ENSGALG00000038733	TRAK1	2.46521709636773e-08	-0.5
ENSGALG00000012796		2.53132007852328e-08	-1
ENSGALG00000012591		2.5918922929622e-08	-0.3
ENSGALG00000012620	PTCH1	2.5936978730127e-08	-0.6
ENSGALG00000005580	TMEM56	2.67006702826745e-08	-0.5
ENSGALG00000004655	SMURF1	2.72478527941411e-08	0.9
ENSGALG00000032413	NADK	2.84854004406182e-08	0.4
ENSGALG00000028254	WASHC4	2.8977041311425e-08	-0.5
ENSGALG00000053513		2.90659947965566e-08	0.4
ENSGALG00000023844		2.9392170101124e-08	0.6
ENSGALG00000054991		2.94755751471219e-08	0.5
ENSGALG00000010636	PRIMPOL	2.95452380852929e-08	0.9
ENSGALG00000006806	HINFP	2.99746172644186e-08	0.6
ENSGALG00000048866		3.08392093424066e-08	0.5
ENSGALG00000035498	INPP5D	3.10570225072187e-08	0.4
ENSGALG00000007699	RPS25	3.22194976256849e-08	0.8
ENSGALG00000053114		3.2752855761827e-08	-1.7
ENSGALG00000000296	PCNX1	3.32554650759382e-08	0.5
ENSGALG00000011990	USP53	3.35983615808648e-08	0.7
ENSGALG00000007171		3.36272867279453e-08	1.1
ENSGALG00000015538	KIAA0232	3.36272867279453e-08	-0.5
ENSGALG00000009826	CLGN	3.39986045162668e-08	1.6
ENSGALG00000028807	AP1AR	3.45146207889809e-08	-0.4
ENSGALG00000041643	NFIC	3.50240591467183e-08	-1.3
ENSGALG00000002490	UQCRC2	3.6388872905695e-08	0.4
ENSGALG00000016504	ITSN2	3.64975684243468e-08	-0.5
ENSGALG00000004059	LRRC49	3.66822832587308e-08	-0.7
ENSGALG00000027786	SOCS3	3.69397485446153e-08	1.2
ENSGALG00000052328		3.6989499003255e-08	1.1
ENSGALG00000031160	GRSF1	3.71650713828115e-08	-0.5
ENSGALG00000041814	DYNC2H1	3.82507246857665e-08	-0.8
ENSGALG00000042077	HIC1	3.86001837801659e-08	1.4
ENSGALG00000029295	AZIN1	3.86833268297583e-08	-0.4
ENSGALG00000028530		3.99441238209627e-08	-0.4
ENSGALG00000004238	MRM2	4.01161137321681e-08	0.6
ENSGALG00000005417	JMJD4	4.0790314739091e-08	-0.7
ENSGALG00000005473	PNAT3	4.10351849971369e-08	0.6
ENSGALG00000035086		4.12514211195569e-08	0.8
ENSGALG00000002374	SLC9A9	4.13443097519169e-08	-1.4
ENSGALG00000013952	B3GALNT2	4.13443097519169e-08	-0.7
ENSGALG00000008420	CAND2	4.13560313036145e-08	-0.5
ENSGALG00000015259	RB1CC1	4.13560313036145e-08	-0.6
ENSGALG00000012246	R3HDM1	4.14384907260853e-08	-0.4
ENSGALG00000037655	BCL9	4.15866177142576e-08	0.9
ENSGALG00000040484	SEC31A	4.15866177142576e-08	-0.3
ENSGALG00000031812	TDRKH	4.17455719510327e-08	1.7
ENSGALG00000005465	NDUFB10	4.46027251832011e-08	0.6
ENSGALG00000031835	TMEM68	4.70772625321944e-08	-0.6
ENSGALG00000006198	LSS	4.87369448680938e-08	-0.5
ENSGALG00000047498	HNRNPUL1	5.00138169147867e-08	-0.5
ENSGALG00000006170	LRRC8C	5.00272921191431e-08	-0.5
ENSGALG00000012186	CASP6	5.04168142230067e-08	0.6
ENSGALG00000006078	PALB2	5.47369567761183e-08	0.5
ENSGALG00000001028		5.62648024223702e-08	1
ENSGALG00000010616	PTPN21	5.65400301601359e-08	-1.2
ENSGALG00000008738		5.67154323010464e-08	-0.5
ENSGALG00000029020	PLPP4	5.77006944040796e-08	-1.6
ENSGALG00000040006	TBL1X	5.77006944040796e-08	-0.4
ENSGALG00000040528	AP5Z1	5.85622834010329e-08	0.6
ENSGALG00000049412		5.86859109174812e-08	-0.7
ENSGALG00000053317		5.86859109174812e-08	-0.5
ENSGALG00000046464	RUSC1	6.31465398980655e-08	-0.5
ENSGALG00000016734	SLC9A7	6.56677564123971e-08	-0.5
ENSGALG00000028437	TRIM62	6.62980947409308e-08	0.7
ENSGALG00000041611		6.67942448720794e-08	1.7
ENSGALG00000029402	AXIN1	6.82535388081594e-08	0.5
ENSGALG00000038299	NUDCD3	6.86640582682885e-08	-0.4
ENSGALG00000000220		7.07850644806573e-08	-0.6
ENSGALG00000034584	NEDD4L	7.08550829749174e-08	-0.4
ENSGALG00000034502	SCD5	7.35433980906829e-08	-0.6
ENSGALG00000035980	REXO2	7.39459455924018e-08	0.4
ENSGALG00000016321	ICK	7.42734388878066e-08	-0.6
ENSGALG00000034970		7.50693890664325e-08	1.1
ENSGALG00000010316		7.55545071038184e-08	0.9
ENSGALG00000003863	P2RX7	7.73515937101813e-08	0.9
ENSGALG00000001550	RBM39	7.98599545327656e-08	0.3
ENSGALG00000009748	ASNS	8.00665221700357e-08	-0.4
ENSGALG00000049122		8.28131310181034e-08	-0.9
ENSGALG00000047879		8.74001204533313e-08	-0.6
ENSGALG00000047486		8.74106947248594e-08	0.6
ENSGALG00000028506	NHSL2	8.80450659612493e-08	1.1
ENSGALG00000043268	DUSP19	8.96072057747943e-08	0.5
ENSGALG00000048814		8.99918814948659e-08	-0.7
ENSGALG00000007075	ATP13A3	9.36865560377986e-08	-0.4
ENSGALG00000009112	LRRC57	9.88331240104096e-08	0.6
ENSGALG00000013637	TDP2	1.00646413905611e-07	-0.6
ENSGALG00000007753	POLL	1.00900617011059e-07	0.4
ENSGALG00000009035	GTPBP10	1.03643017802434e-07	-0.4
ENSGALG00000008779	ACTR2	1.03854937434387e-07	0.3
ENSGALG00000048263		1.10486230190222e-07	0.5
ENSGALG00000020986		1.18486353934581e-07	0.6
ENSGALG00000017384	ERH	1.19647398872683e-07	0.7
ENSGALG00000003634	PTEN	1.21413774239456e-07	-0.4
ENSGALG00000023703	GIT1	1.22095072256282e-07	0.5
ENSGALG00000005263	SOX8	1.26823124326481e-07	1.6
ENSGALG00000011872		1.2771906720701e-07	0.6
ENSGALG00000005287	ZBTB47	1.28076800256163e-07	-1.6
ENSGALG00000040582	LMX1B	1.29529206122998e-07	-0.8
ENSGALG00000004725		1.39785296119539e-07	0.7
ENSGALG00000027534	GM2A	1.40127818809678e-07	-1.2
ENSGALG00000003168	MTMR12	1.42216246750898e-07	0.5
ENSGALG00000003770	ANXA2	1.48775189436598e-07	0.6
ENSGALG00000037540	PLEKHO1	1.49433652956924e-07	0.4
ENSGALG00000021869	PODN	1.53070003491892e-07	1
ENSGALG00000033678	EHMT1	1.53070003491892e-07	0.4
ENSGALG00000008195	NPHP1	1.55399724016827e-07	-0.5
ENSGALG00000050729		1.5670814338439e-07	-1.6
ENSGALG00000053559		1.58287684171823e-07	-0.4
ENSGALG00000001229	SKI	1.67223949709535e-07	-0.7
ENSGALG00000038943	RASSF5	1.67838522168502e-07	0.4
ENSGALG00000035113	DEXI	1.77238682554986e-07	1.1
ENSGALG00000010570	BTF3L4	1.78178767666463e-07	-0.3
ENSGALG00000009855	TBC1D9	1.79928535046596e-07	-0.5
ENSGALG00000041616	IRF2BPL	1.81311765540855e-07	-0.8
ENSGALG00000037828	SLC47A1	1.81687509271587e-07	-1.2
ENSGALG00000034016		1.82421916671193e-07	-0.9
ENSGALG00000001841	ROGDI	1.85462917162264e-07	0.7
ENSGALG00000053167		1.87930332179558e-07	0.5
ENSGALG00000006372	RBM33	1.88569054543791e-07	-0.4
ENSGALG00000007877	PIP4K2A	1.90965671738149e-07	0.4
ENSGALG00000015351	CBLB	1.97583701341924e-07	0.6
ENSGALG00000016545	REPS2	2.00485521237928e-07	0.7
ENSGALG00000039080	CD44	2.03084706856169e-07	0.7
ENSGALG00000054962		2.03813972653269e-07	1.6
ENSGALG00000028438	CLK1	2.04307581620666e-07	0.5
ENSGALG00000032660	IFNGR2	2.04765158823671e-07	-0.5
ENSGALG00000010641	SCCPDH	2.11041143218783e-07	-0.4
ENSGALG00000008555	MXI1	2.12809957615108e-07	-0.5
ENSGALG00000003248	SUB1	2.1695020853645e-07	-0.6
ENSGALG00000030941	KIAA1324	2.17791122669373e-07	-1.3
ENSGALG00000009828	PPP2R5A	2.2329737352125e-07	-0.4
ENSGALG00000043372	RUNX3	2.23602073177978e-07	0.9
ENSGALG00000009111	HAUS2	2.31435828054589e-07	0.6
ENSGALG00000013462	STX17	2.35637518607711e-07	0.8
ENSGALG00000011544	BCL2L14	2.41442259626315e-07	1.4
ENSGALG00000003426	RHBDL3	2.44568826684963e-07	-1.6
ENSGALG00000052786		2.44568826684963e-07	0.9
ENSGALG00000014821	THEMIS	2.536164446336e-07	1.4
ENSGALG00000004055	C7orf50	2.55235432575358e-07	0.4
ENSGALG00000051335	INO80C	2.59180399643173e-07	-0.5
ENSGALG00000004901	CORO1C	2.69931900369429e-07	0.4
ENSGALG00000022750	GPR18	2.76500776256967e-07	1.1
ENSGALG00000031518		2.80448838988858e-07	1.2
ENSGALG00000014646	SYT11	2.85662030658265e-07	0.4
ENSGALG00000013754	PLAGL1	2.88463915616108e-07	1.1
ENSGALG00000006505	ZFAND6	2.91337096754396e-07	0.6
ENSGALG00000033887	IL17RA	3.04295911011038e-07	0.5
ENSGALG00000001773	RFX2	3.20437070332079e-07	0.8
ENSGALG00000003661	SETX	3.20437070332079e-07	-0.5
ENSGALG00000008827	FERMT1	3.207977264134e-07	-1.2
ENSGALG00000037203	CTNNB1	3.29944434477964e-07	0.3
ENSGALG00000042088	ATG2B	3.31161897153366e-07	-0.5
ENSGALG00000008623	TOR4A	3.3827920612315e-07	0.8
ENSGALG00000006520	MYH11	3.38440509832017e-07	0.6
ENSGALG00000017049	ALG5	3.38751648436387e-07	0.5
ENSGALG00000004570	NCOA3	3.42083943570279e-07	-0.4
ENSGALG00000044071	ABI3	3.43215031336848e-07	1.3
ENSGALG00000002150	CPEB1	3.49981335498039e-07	1.1
ENSGALG00000007119	DAGLB	3.52707241400489e-07	0.6
ENSGALG00000038636	LAPTM5	3.57157301544988e-07	0.5
ENSGALG00000043208	TRAFD1	3.62731811178084e-07	0.5
ENSGALG00000015775	UBE2J1	3.63987678751916e-07	-0.6
ENSGALG00000031874	HIST1H101	3.73938584579866e-07	1.1
ENSGALG00000014067	SGTA	3.77138083660829e-07	-0.4
ENSGALG00000054971	ARHGAP30	3.77187741931551e-07	0.4
ENSGALG00000002763	FRZB	3.79607355345497e-07	1.2
ENSGALG00000035493	POC1B	3.83183903713763e-07	0.5
ENSGALG00000038748	RSRP1	3.8380248070085e-07	0.8
ENSGALG00000004128	CYSLTR1	3.87165927197114e-07	1.5
ENSGALG00000009815	TMEM5	3.87462367785673e-07	-1.1
ENSGALG00000016285		3.90005299313496e-07	0.6
ENSGALG00000015209	NFIL3	3.90388856166775e-07	0.7
ENSGALG00000005815	TMEM41B	3.91710037392671e-07	-0.4
ENSGALG00000054453		3.91710037392671e-07	1.4
ENSGALG00000050887		3.92404370415824e-07	1.5
ENSGALG00000017242	FZD4	4.01645100551642e-07	-0.6
ENSGALG00000027122	APPL2	4.05096954176901e-07	-0.8
ENSGALG00000003026		4.24182284281208e-07	0.5
ENSGALG00000051505	ZNF503	4.30732933048112e-07	-1.2
ENSGALG00000038782	ZC3H12D	4.34153990004226e-07	0.9
ENSGALG00000006983	DNTT	4.45390340613408e-07	0.9
ENSGALG00000032231	C4	4.50159589860924e-07	-0.7
ENSGALG00000002646	FAM171B	4.51066946355592e-07	-0.5
ENSGALG00000006020	BTBD1	4.5918891887044e-07	0.4
ENSGALG00000007078	ENTPD1	4.5918891887044e-07	-0.5
ENSGALG00000012579	BAZ2B	4.61922086136668e-07	-1.1
ENSGALG00000030379	LMBR1	4.70456775514343e-07	-0.4
ENSGALG00000013892	MAP3K5	4.70504348076292e-07	0.7
ENSGALG00000053043	CARHSP1	4.7356499225246e-07	0.7
ENSGALG00000009714	CBR4	4.83364279232202e-07	-0.5
ENSGALG00000031384		4.86878678629027e-07	0.4
ENSGALG00000041353	TP53INP1	4.88960339486204e-07	0.6
ENSGALG00000005846	MPDZ	4.89453405546104e-07	-1.5
ENSGALG00000035419	CDON	4.89933908368768e-07	0.5
ENSGALG00000034187	SEPTIN8	4.90710652628568e-07	0.4
ENSGALG00000013430		4.90785887780094e-07	-0.4
ENSGALG00000003473	SFRP1	4.91348160231371e-07	0.3
ENSGALG00000039206	ARID5A	5.16095593154335e-07	-0.7
ENSGALG00000016313	GCLC	5.29334737945111e-07	-0.4
ENSGALG00000013660	ZNF516	5.34889788573221e-07	-0.5
ENSGALG00000051838		5.54480640812359e-07	-0.5
ENSGALG00000002856	RUNDC1	5.55359870478641e-07	-0.4
ENSGALG00000016328	GSTA2	5.57569052490902e-07	1.6
ENSGALG00000003357	FKBP8	5.64355479098775e-07	-0.5
ENSGALG00000004926	ATPAF2	5.80209603841433e-07	0.5
ENSGALG00000032743	C1orf112	5.93572690122327e-07	0.6
ENSGALG00000008281	NEURL1	6.1736706288737e-07	1
ENSGALG00000043693	ALKBH5	6.1736706288737e-07	0.5
ENSGALG00000006584		6.22497129804218e-07	-1.5
ENSGALG00000043768	MT-ND2	6.27638170306559e-07	-0.4
ENSGALG00000007796	BCAS1	6.34678336888387e-07	1.5
ENSGALG00000010406	TMEM63C	6.34678336888387e-07	-1.2
ENSGALG00000027506	DNAJB2	6.41164955244194e-07	-0.9
ENSGALG00000050191		6.63578463447687e-07	-0.9
ENSGALG00000029027	SEPTIN12	6.69321481013934e-07	0.8
ENSGALG00000032687	PHLDA2	6.70590051238675e-07	0.7
ENSGALG00000005797	COL20A1	6.92949309632154e-07	-1.4
ENSGALG00000034548	PLEKHA1	7.04787328851705e-07	-0.5
ENSGALG00000004719	SPTAN1	7.1382727601786e-07	-0.6
ENSGALG00000006286	USP31	7.16315119031454e-07	0.4
ENSGALG00000010680	TTC7B	7.2077397224864e-07	-0.5
ENSGALG00000010766	ATXN3L	7.28468761224326e-07	-0.5
ENSGALG00000003657	UNC119	7.28676613435352e-07	-0.9
ENSGALG00000004659	ZER1	7.33380229664734e-07	-0.6
ENSGALG00000033157	ADAMTS10	7.38295633461033e-07	1.5
ENSGALG00000002192	PTPRC	7.392870713734e-07	0.4
ENSGALG00000008677	VIM	7.51666847204109e-07	0.3
ENSGALG00000040957	AGO2	7.55748667666651e-07	-0.6
ENSGALG00000035718	DOK1	7.57818212332667e-07	0.6
ENSGALG00000016579	RAB9A	7.68998993132075e-07	-0.4
ENSGALG00000004372	MICU1	7.76257491146636e-07	0.5
ENSGALG00000004435	RAB27A	7.82348919244623e-07	-0.4
ENSGALG00000002445	KIAA0319L	7.87330764451617e-07	-0.4
ENSGALG00000029035		8.07859362670631e-07	1.2
ENSGALG00000040833		8.10937456702248e-07	0.3
ENSGALG00000034275	MCAT	8.11546997997148e-07	-0.6
ENSGALG00000035461	CHORDC1	8.23534168567502e-07	0.4
ENSGALG00000016732		8.35417229286397e-07	-0.4
ENSGALG00000003876	TIMD4	8.52597991726779e-07	1.5
ENSGALG00000007015	CD40	8.55304769421223e-07	0.7
ENSGALG00000040891	RSU1	8.55304769421223e-07	-0.4
ENSGALG00000007476	VAMP7	8.73344032352747e-07	0.5
ENSGALG00000003227	RAB11FIP4	8.76151311755492e-07	-1.1
ENSGALG00000033304	MYBL1	8.80778320211969e-07	0.3
ENSGALG00000041111	NUP214	8.84145289519232e-07	-0.4
ENSGALG00000042804	SAMD4B	9.10486332847637e-07	-0.7
ENSGALG00000000336	PPP1R12B	9.35087723915161e-07	-0.5
ENSGALG00000039541	SH3GLB2	9.48484506604198e-07	0.7
ENSGALG00000010201	ABHD18	9.55304884867609e-07	0.4
ENSGALG00000041873	MFN1	9.62768681495837e-07	-0.4
ENSGALG00000031306	BHLHA15	1.02009030856399e-06	0.9
ENSGALG00000007992	GGA3	1.02063828422573e-06	0.4
ENSGALG00000002288	LIG3	1.04063754906851e-06	-0.3
ENSGALG00000001894		1.05881625077017e-06	1.4
ENSGALG00000011572	ASPG	1.07241068158049e-06	0.8
ENSGALG00000048117	DNLZ	1.07241068158049e-06	-0.6
ENSGALG00000008347	ATG13	1.09417973279379e-06	-0.4
ENSGALG00000010598	KCNK10	1.14469905165339e-06	1.2
ENSGALG00000010612	PRKD3	1.15659796154771e-06	-0.4
ENSGALG00000027635	NME3	1.15980054537293e-06	0.6
ENSGALG00000021143	RGS18	1.21099841437429e-06	0.7
ENSGALG00000006868	CRACR2B	1.22259401987953e-06	-1.5
ENSGALG00000002087	NCBP1	1.2257252895193e-06	0.3
ENSGALG00000032701	LY96	1.2257252895193e-06	0.3
ENSGALG00000006138	HELZ2	1.22683536179731e-06	1.3
ENSGALG00000009439	GPR85	1.22695562189865e-06	1.5
ENSGALG00000016314	ELOVL5	1.2508787767625e-06	-0.4
ENSGALG00000008793	SEC23B	1.25937586537234e-06	0.3
ENSGALG00000038924	IDE	1.26630969635247e-06	-0.5
ENSGALG00000010517	TCTN3	1.27790838045271e-06	0.5
ENSGALG00000042415	BBS2	1.2794876487873e-06	-0.4
ENSGALG00000011573	MOB1B	1.30171676588564e-06	-0.5
ENSGALG00000005547	PIK3AP1	1.31596748320613e-06	0.3
ENSGALG00000009297	TELO2	1.33137340862404e-06	0.6
ENSGALG00000002099		1.37360502248555e-06	-1
ENSGALG00000002866	KANSL1L	1.41860689959229e-06	0.6
ENSGALG00000052748		1.43160929280512e-06	-0.5
ENSGALG00000007697	MGEA5	1.4378173832124e-06	-0.4
ENSGALG00000005249	BICD2	1.45604381153375e-06	0.5
ENSGALG00000005452	TADA2A	1.4895753657997e-06	0.5
ENSGALG00000030270	CD1C	1.52432925916241e-06	-0.9
ENSGALG00000024041	FAHD1	1.53696896302859e-06	0.5
ENSGALG00000043058	TBC1D22A	1.54940259827297e-06	-0.4
ENSGALG00000030705	TRABD	1.56464317321112e-06	-0.4
ENSGALG00000041221		1.56626966871111e-06	0.6
ENSGALG00000004997	FLII	1.56969819788635e-06	0.5
ENSGALG00000010669	TDP1	1.58472377263544e-06	-0.5
ENSGALG00000008682	SLC25A43	1.60644669147076e-06	-0.7
ENSGALG00000010575	INTS12	1.60644669147076e-06	0.5
ENSGALG00000003893	XPR1	1.6078332753327e-06	-0.3
ENSGALG00000005589	SYNGR3	1.6078332753327e-06	0.3
ENSGALG00000007695	SNAPC5	1.6078332753327e-06	-0.4
ENSGALG00000007127		1.61583776357999e-06	-0.9
ENSGALG00000036527	SYBU	1.64142053329988e-06	-0.4
ENSGALG00000006127	FAM122A	1.68864894501109e-06	-0.4
ENSGALG00000028940	NUDT14	1.70955141851568e-06	0.7
ENSGALG00000006229		1.81693588507749e-06	0.7
ENSGALG00000040155	ZW10	1.8173570609342e-06	0.3
ENSGALG00000004571	PPP1CC	1.81982150736153e-06	-0.4
ENSGALG00000043103	PKNOX2	1.82034559139645e-06	0.6
ENSGALG00000011357	VEZT	1.87707937202149e-06	-0.4
ENSGALG00000026781	ALOX5AP	1.87707937202149e-06	-1
ENSGALG00000009718	FAM53B	1.88997503858696e-06	-1.3
ENSGALG00000012020	KIAA1549L	1.89530849754359e-06	-1.2
ENSGALG00000012921	ETV6	1.89740904231071e-06	0.8
ENSGALG00000005208	S1PR1	1.91857083614018e-06	0.9
ENSGALG00000043036	VASH1	1.91857083614018e-06	-0.4
ENSGALG00000006173	XYLB	1.92136815648738e-06	-0.6
ENSGALG00000043623	ARL14	1.92930600445552e-06	1.1
ENSGALG00000001741	NPTN	1.9408015165019e-06	0.5
ENSGALG00000054542		1.9440848165965e-06	-0.6
ENSGALG00000010493	INPP5A	1.94442426391196e-06	-0.7
ENSGALG00000020775		1.98377798261598e-06	-0.4
ENSGALG00000002922	NOTCH2	1.99034649949524e-06	0.4
ENSGALG00000009611	EIF2AK4	1.99932573636318e-06	-0.4
ENSGALG00000009655	AADAT	2.0046299624526e-06	-1.2
ENSGALG00000016947	ELF1	2.04120336940775e-06	0.3
ENSGALG00000034081	AKT3	2.07468679767862e-06	0.4
ENSGALG00000027757	ARL4A	2.114763326537e-06	0.5
ENSGALG00000006417	SEC24A	2.13011085342042e-06	-0.3
ENSGALG00000014958	ANKDD1B	2.13011085342042e-06	1.5
ENSGALG00000008408	GAB3	2.20841228885448e-06	-0.5
ENSGALG00000006110	PLK1	2.22944953674168e-06	0.4
ENSGALG00000042308	FZD3	2.2309642636653e-06	-1.1
ENSGALG00000006532	FOPNL	2.30289348662142e-06	0.5
ENSGALG00000045246	GOLIM4	2.31038388135871e-06	-0.4
ENSGALG00000017018	INTS6	2.32003450501941e-06	0.4
ENSGALG00000002263	KLHL6	2.32978128600735e-06	-0.4
ENSGALG00000038278	TRIM7.2	2.37402548459795e-06	-0.6
ENSGALG00000032430	IPO5	2.40134209275903e-06	-0.5
ENSGALG00000043628		2.4381468123898e-06	-0.7
ENSGALG00000001907	WAPL	2.47977680593202e-06	-0.5
ENSGALG00000025747	NQO2	2.48032142240916e-06	0.4
ENSGALG00000003111	BFAR	2.48056959345231e-06	0.6
ENSGALG00000028691	MPG	2.4886900976601e-06	0.6
ENSGALG00000025948		2.52405920323883e-06	0.9
ENSGALG00000053601	LPXN	2.52581906975446e-06	0.6
ENSGALG00000002683	DECR2	2.56269309386166e-06	0.4
ENSGALG00000010186	CAPN11	2.6414712666972e-06	-0.5
ENSGALG00000037326	MAP3K9	2.6414712666972e-06	0.5
ENSGALG00000034258	C25H1ORF43	2.69254761235931e-06	0.4
ENSGALG00000037519	C1orf35	2.7019516035158e-06	0.5
ENSGALG00000031328	PAK4	2.74300081027341e-06	-0.9
ENSGALG00000049609		2.74300081027341e-06	-0.9
ENSGALG00000009485	IMMP2L	2.7448535520603e-06	0.9
ENSGALG00000016340	EIF2S3	2.75082101943107e-06	-0.4
ENSGALG00000012171	GPR39	2.75716615246806e-06	1.4
ENSGALG00000011618	ADSS1	2.78063838017583e-06	-0.5
ENSGALG00000011688	TCP11L1	2.80237646567705e-06	-0.6
ENSGALG00000009293	CHN1	2.82347142292076e-06	-0.4
ENSGALG00000054601		2.84635928091489e-06	0.8
ENSGALG00000041927	FZD9	2.88859306900803e-06	-1.2
ENSGALG00000003596	TRRAP	2.91439760757061e-06	0.5
ENSGALG00000008431	SMARCA1	2.91439760757061e-06	-0.4
ENSGALG00000029672	ABCB6	2.95118678213279e-06	-0.8
ENSGALG00000016512	NRBP1	3.01428385664798e-06	0.3
ENSGALG00000014684	ERAP1	3.04836970278863e-06	1.5
ENSGALG00000000227	DPYSL2	3.06817954033307e-06	0.4
ENSGALG00000052658		3.09855997792846e-06	-0.7
ENSGALG00000009234	AMDHD2	3.10435642327762e-06	0.7
ENSGALG00000007227	MSI1	3.16689946373664e-06	-0.7
ENSGALG00000003288	TARS	3.17334015616342e-06	-0.4
ENSGALG00000052676	CYP2J22	3.1763613234963e-06	-1
ENSGALG00000050596		3.18873161344653e-06	-1.1
ENSGALG00000038599	PMM1	3.19223067895195e-06	-0.4
ENSGALG00000037739	STK25	3.19626539784758e-06	-0.4
ENSGALG00000000611		3.36838199333178e-06	-0.4
ENSGALG00000010221	ZSWIM5	3.36838199333178e-06	0.6
ENSGALG00000053299		3.40257300159895e-06	-0.7
ENSGALG00000025792	FRRS1L	3.42132543265241e-06	-1.3
ENSGALG00000009044		3.42566212297451e-06	-0.4
ENSGALG00000027761	TNFAIP8	3.49126840740331e-06	0.4
ENSGALG00000005718	BHLHE23	3.51261239210678e-06	1.5
ENSGALG00000011881	CCNA2	3.51261239210678e-06	-0.3
ENSGALG00000035065	FAM110B	3.55821739544071e-06	0.7
ENSGALG00000038494	CMIP	3.62811734237333e-06	0.4
ENSGALG00000021601	EPS15L1	3.73124911549484e-06	-0.4
ENSGALG00000036791	COA5	3.79055971503702e-06	0.5
ENSGALG00000040999	EIF3B	3.80499204537121e-06	0.4
ENSGALG00000000573	PER3	3.83839038727545e-06	-0.3
ENSGALG00000004295	CPD	3.85067539380994e-06	0.6
ENSGALG00000013920	SUV39H2	3.85957695621426e-06	-0.3
ENSGALG00000014831	TRMT11	4.02533372735288e-06	-0.5
ENSGALG00000008842	PIKFYVE	4.06685185698033e-06	-0.4
ENSGALG00000008181	MADD	4.09253313353566e-06	0.6
ENSGALG00000038740	AMY2A	4.09621107934454e-06	0.7
ENSGALG00000029691	NFKBIB	4.16265015091661e-06	-0.5
ENSGALG00000009071	HMGB3	4.25529479178083e-06	-0.3
ENSGALG00000001374	SLC35E2B	4.25907185197679e-06	-0.4
ENSGALG00000032922	GSTM2	4.33460873098149e-06	0.9
ENSGALG00000010244	AKR1A1	4.45357376261319e-06	0.4
ENSGALG00000030588	GALNTL6	4.46026009540185e-06	1.4
